OrderID,OrderDate,ProductID,CustomerID,BranchID,Quantity,Revenue,Profit,Channel
2024-Q2-00035,2024-04-02,KTL-PANA-20,C079,B13,1,841000.0,126000.0,Offline
2024-Q2-00036,2024-05-23,MW-SHARP-23,C001,B18,1,2357000.0,411000.0,Online
2024-Q2-00037,2024-04-14,WM-AQUA-9,C053,B02,1,8550000.0,1200000.0,Offline
2024-Q2-00038,2024-06-21,AC-1HP-CP,C066,B12,1,6116000.0,742000.0,Offline
2024-Q2-00039,2024-04-06,AIR-PURI-60,C028,B18,1,7033000.0,859000.0,Offline
2024-Q2-00040,2024-04-08,MW-SHARP-23,C005,B09,1,2199000.0,280000.0,Offline
2024-Q2-00041,2024-05-09,RC-TOSH-18,C020,B12,3,4560000.0,765000.0,Offline
2024-Q2-00042,2024-06-19,AC-1HP-CP,C023,B08,1,5562000.0,852000.0,Offline
2024-Q2-00043,2024-06-29,RC-TOSH-18,C097,B08,1,1415000.0,250000.0,Online
2024-Q2-00044,2024-04-22,KTL-PANA-20,C043,B14,3,2734000.0,489000.0,Online
2024-Q2-00045,2024-05-22,AC-1HP-CS,C097,B03,1,9171000.0,1286000.0,Online
2024-Q2-00046,2024-05-02,KTL-PANA-20,C011,B16,3,2700000.0,324000.0,Offline
2024-Q2-00047,2024-05-25,AC-1HP-CP,C048,B01,2,11333000.0,1609000.0,Online
2024-Q2-00048,2024-06-01,WM-AQUA-9,C090,B15,2,17179000.0,3057000.0,Offline
2024-Q2-00049,2024-04-07,AIR-PURI-60,C046,B12,2,14832000.0,2510000.0,Offline
2024-Q2-00050,2024-05-04,AC-15HP-CP,C064,B17,1,8452000.0,1108000.0,Offline
2024-Q2-00051,2024-05-07,MW-SHARP-23,C008,B12,1,2384000.0,414000.0,Online
2024-Q2-00052,2024-06-11,KTL-PANA-20,C094,B08,1,911000.0,148000.0,Online
2024-Q2-00053,2024-06-26,FAN-ASIA-40,C004,B14,3,1913000.0,341000.0,Offline
2024-Q2-00054,2024-05-19,WM-PANA-11,C059,B06,1,9985000.0,1462000.0,Online
2024-Q2-00055,2024-05-19,AC-1HP-CP,C062,B06,1,5826000.0,1023000.0,Offline
2024-Q2-00056,2024-06-07,AC-1HP-CP,C039,B03,1,6221000.0,779000.0,Offline
2024-Q2-00057,2024-04-30,WM-AQUA-9,C010,B01,1,8436000.0,1440000.0,Online
2024-Q2-00058,2024-04-23,AC-1HP-CP,C052,B09,2,11989000.0,1457000.0,Offline
2024-Q2-00059,2024-05-14,WH-ROSSI-20,C010,B19,2,4097000.0,593000.0,Offline
2024-Q2-00060,2024-06-15,VAC-ELUX-18,C049,B18,1,2060000.0,335000.0,Offline
2024-Q2-00061,2024-06-20,AC-15HP-CP,C072,B13,1,7811000.0,1213000.0,Offline
2024-Q2-00062,2024-04-04,VAC-ELUX-18,C030,B09,2,4339000.0,645000.0,Online
2024-Q2-00063,2024-06-15,AC-1HP-CP,C010,B12,1,5694000.0,889000.0,Offline
2024-Q2-00064,2024-06-09,AC-1HP-CS,C062,B12,1,9184000.0,1284000.0,Online
2024-Q2-00065,2024-05-10,KTL-PANA-20,C028,B01,1,935000.0,127000.0,Offline
2024-Q2-00066,2024-05-17,FAN-ASIA-40,C078,B12,3,1645000.0,230000.0,Offline
2024-Q2-00067,2024-06-14,KTL-PANA-20,C097,B06,1,970000.0,161000.0,Offline
2024-Q2-00068,2024-06-23,AC-1HP-CP,C090,B07,1,6280000.0,1072000.0,Online
2024-Q2-00069,2024-06-17,FAN-ASIA-40,C095,B17,1,613000.0,107000.0,Offline
2024-Q2-00070,2024-04-13,AC-1HP-CS,C046,B17,1,9383000.0,1470000.0,Online
2024-Q2-00071,2024-04-24,FAN-ASIA-40,C095,B12,2,1228000.0,178000.0,Offline
2024-Q2-00072,2024-05-02,AIR-PURI-40,C013,B12,1,4543000.0,605000.0,Offline
2024-Q2-00073,2024-06-19,VAC-PANA-16,C005,B07,1,2533000.0,331000.0,Offline
2024-Q2-00074,2024-05-09,AC-15HP-CS,C026,B01,2,21297000.0,2633000.0,Offline
2024-Q2-00075,2024-06-13,FAN-ASIA-40,C071,B02,3,1926000.0,324000.0,Online
2024-Q2-00076,2024-06-13,AC-15HP-CP,C028,B10,2,16453000.0,2118000.0,Online
2024-Q2-00077,2024-04-10,MW-PANA-25,C077,B11,1,3137000.0,468000.0,Offline
2024-Q2-00078,2024-04-12,AC-15HP-CP,C067,B09,2,15825000.0,2716000.0,Offline
2024-Q2-00079,2024-06-06,WH-ROSSI-20,C066,B11,2,3778000.0,648000.0,Offline
2024-Q2-00080,2024-04-19,AC-1HP-CP,C081,B15,2,12378000.0,2144000.0,Offline
2024-Q2-00081,2024-06-30,AC-1HP-CS,C038,B15,1,9141000.0,1527000.0,Offline
2024-Q2-00082,2024-05-24,AC-1HP-CS,C001,B06,1,9505000.0,1648000.0,Online
2024-Q2-00083,2024-06-19,WM-PANA-11,C091,B10,2,24156000.0,3247000.0,Online
2024-Q2-00084,2024-04-18,AIR-PURI-60,C084,B04,1,6986000.0,1138000.0,Offline
2024-Q2-00085,2024-05-03,VAC-PANA-16,C091,B03,1,2386000.0,354000.0,Offline
2024-Q2-00086,2024-05-04,FAN-ASIA-40,C038,B07,3,1890000.0,305000.0,Offline
2024-Q2-00087,2024-05-23,AC-1HP-CS,C054,B20,1,9421000.0,1540000.0,Offline
2024-Q2-00088,2024-05-19,AC-1HP-CP,C092,B06,1,5878000.0,918000.0,Offline
2024-Q2-00089,2024-05-02,AC-15HP-CP,C056,B20,1,8227000.0,1270000.0,Offline
2024-Q2-00090,2024-06-12,AC-15HP-CP,C083,B15,2,16654000.0,2553000.0,Online
2024-Q2-00091,2024-04-20,FAN-PANA-45,C068,B02,1,1220000.0,174000.0,Offline
2024-Q2-00092,2024-04-02,AC-1HP-CP,C072,B01,2,12200000.0,2071000.0,Offline
2024-Q2-00093,2024-06-03,AC-1HP-CP,C077,B03,1,6062000.0,942000.0,Online
2024-Q2-00094,2024-04-22,AC-15HP-CS,C042,B05,1,10994000.0,1513000.0,Online
2024-Q2-00095,2024-04-02,FAN-ASIA-40,C002,B07,2,1281000.0,195000.0,Online
2024-Q2-00096,2024-04-01,AC-1HP-CS,C008,B02,1,9249000.0,1370000.0,Offline
2024-Q2-00097,2024-05-01,RC-TOSH-18,C086,B15,1,1596000.0,228000.0,Offline
2024-Q2-00098,2024-05-18,RC-SHARP-20,C072,B14,1,1817000.0,222000.0,Offline
2024-Q2-00099,2024-05-08,AC-1HP-CS,C043,B10,2,16625000.0,2579000.0,Offline
2024-Q2-00100,2024-04-03,AC-1HP-CS,C065,B08,1,8713000.0,1067000.0,Online
2024-Q2-00101,2024-04-06,MW-PANA-25,C090,B02,2,7121000.0,1167000.0,Online
2024-Q2-00102,2024-05-09,AC-15HP-CS,C023,B03,1,10705000.0,1567000.0,Online
2024-Q2-00103,2024-04-13,AC-1HP-CP,C045,B13,2,11727000.0,1583000.0,Online
2024-Q2-00104,2024-06-27,MW-SHARP-23,C013,B14,1,2476000.0,375000.0,Offline
2024-Q2-00105,2024-04-28,FAN-ASIA-40,C023,B05,3,1695000.0,283000.0,Offline
2024-Q2-00106,2024-05-19,AC-1HP-CS,C047,B10,1,8063000.0,981000.0,Offline
2024-Q2-00107,2024-06-08,RC-SHARP-20,C007,B06,2,3964000.0,519000.0,Offline
2024-Q2-00108,2024-05-12,AC-1HP-CS,C054,B11,2,18442000.0,2400000.0,Online
2024-Q2-00109,2024-06-07,AC-1HP-CS,C085,B04,2,17813000.0,2365000.0,Online
2024-Q2-00110,2024-04-04,AIR-PURI-60,C032,B12,1,6905000.0,1101000.0,Online
2024-Q2-00111,2024-04-21,RC-SHARP-20,C041,B07,1,1844000.0,251000.0,Online
2024-Q2-00112,2024-06-30,FAN-ASIA-40,C047,B14,1,625000.0,81000.0,Offline
2024-Q2-00113,2024-04-29,AC-1HP-CP,C026,B07,1,5712000.0,769000.0,Online
2024-Q2-00114,2024-05-25,AIR-PURI-40,C088,B16,1,4737000.0,775000.0,Online
2024-Q2-00115,2024-05-13,VAC-PANA-16,C031,B04,1,2448000.0,422000.0,Offline
2024-Q2-00116,2024-06-07,AC-15HP-CS,C032,B19,1,10823000.0,1315000.0,Offline
2024-Q2-00117,2024-04-11,FAN-ASIA-40,C038,B13,2,1144000.0,182000.0,Offline
2024-Q2-00118,2024-06-23,FAN-ASIA-40,C069,B12,3,1862000.0,241000.0,Online
2024-Q2-00119,2024-06-11,FAN-ASIA-40,C083,B08,3,1777000.0,287000.0,Offline
2024-Q2-00120,2024-06-24,RC-TOSH-18,C086,B03,1,1716000.0,223000.0,Offline
2024-Q2-00121,2024-04-26,AC-1HP-CP,C029,B09,2,12258000.0,2002000.0,Offline
2024-Q2-00122,2024-05-11,AC-15HP-CP,C085,B10,1,8482000.0,1117000.0,Offline
2024-Q2-00123,2024-04-28,AC-1HP-CS,C064,B09,2,17491000.0,2312000.0,Offline
2024-Q2-00124,2024-06-02,MW-SHARP-23,C090,B02,1,2346000.0,343000.0,Offline
2024-Q2-00125,2024-04-10,FAN-PANA-45,C054,B16,1,1112000.0,184000.0,Online
2024-Q2-00126,2024-05-22,AC-1HP-CP,C069,B01,1,6139000.0,1073000.0,Offline
2024-Q2-00127,2024-04-15,FAN-PANA-45,C049,B09,2,1983000.0,262000.0,Online
2024-Q2-00128,2024-06-09,AC-15HP-CS,C032,B04,2,22753000.0,3164000.0,Offline
2024-Q2-00129,2024-04-13,AC-15HP-CP,C023,B08,1,8891000.0,1506000.0,Offline
2024-Q2-00130,2024-06-08,AIR-PURI-40,C014,B03,1,4565000.0,560000.0,Offline
2024-Q2-00131,2024-05-05,FAN-ASIA-40,C091,B10,2,1207000.0,169000.0,Online
2024-Q2-00132,2024-06-07,MW-SHARP-23,C044,B13,1,2422000.0,423000.0,Offline
2024-Q2-00133,2024-06-02,MW-SHARP-23,C048,B04,1,2225000.0,298000.0,Offline
2024-Q2-00134,2024-04-19,AC-15HP-CS,C077,B07,1,11249000.0,1514000.0,Online
2024-Q2-00135,2024-05-29,FAN-ASIA-40,C006,B08,1,546000.0,82000.0,Online
2024-Q2-00136,2024-06-07,AC-15HP-CS,C065,B07,1,10974000.0,1788000.0,Offline
2024-Q2-00137,2024-04-08,KTL-ELUX-17,C036,B19,2,1556000.0,253000.0,Offline
2024-Q2-00138,2024-06-10,FAN-PANA-45,C029,B11,2,2239000.0,360000.0,Online
2024-Q2-00139,2024-04-09,AC-1HP-CP,C026,B13,1,5562000.0,767000.0,Offline
2024-Q2-00140,2024-04-17,MW-SHARP-23,C100,B11,2,4989000.0,851000.0,Online
2024-Q2-00141,2024-04-22,MW-PANA-25,C058,B09,2,6550000.0,1085000.0,Online
2024-Q2-00142,2024-04-30,AC-1HP-CP,C072,B08,1,5845000.0,746000.0,Online
2024-Q2-00143,2024-06-26,VAC-ELUX-18,C040,B17,1,2175000.0,340000.0,Offline
2024-Q2-00144,2024-04-27,AIR-PURI-60,C057,B18,1,6795000.0,1096000.0,Online
2024-Q2-00145,2024-04-03,KTL-ELUX-17,C027,B10,1,763000.0,131000.0,Offline
2024-Q2-00146,2024-04-14,AC-1HP-CS,C046,B12,1,9207000.0,1625000.0,Online
2024-Q2-00147,2024-04-15,AC-15HP-CP,C099,B04,2,15199000.0,2488000.0,Offline
2024-Q2-00148,2024-06-28,RC-SHARP-20,C073,B18,1,1957000.0,277000.0,Offline
2024-Q2-00149,2024-05-20,AC-1HP-CP,C055,B07,1,5698000.0,939000.0,Offline
2024-Q2-00150,2024-06-03,MW-PANA-25,C069,B05,1,3161000.0,441000.0,Offline
2024-Q2-00151,2024-06-19,AC-15HP-CS,C032,B14,1,10157000.0,1536000.0,Offline
2024-Q2-00152,2024-06-02,KTL-ELUX-17,C016,B16,2,1574000.0,189000.0,Online
2024-Q2-00153,2024-05-28,AC-15HP-CP,C096,B01,2,16815000.0,2410000.0,Offline
2024-Q2-00154,2024-06-03,AC-1HP-CP,C048,B01,2,13088000.0,2336000.0,Online
2024-Q2-00155,2024-04-10,AC-15HP-CP,C032,B14,2,15742000.0,2534000.0,Online
2024-Q2-00156,2024-04-21,AC-1HP-CS,C033,B01,2,20043000.0,2603000.0,Offline
2024-Q2-00157,2024-06-09,WM-AQUA-9,C080,B13,2,15629000.0,2671000.0,Offline
2024-Q2-00158,2024-05-17,KTL-ELUX-17,C005,B15,1,712000.0,121000.0,Online
2024-Q2-00159,2024-04-08,FAN-PANA-45,C035,B01,2,2120000.0,318000.0,Offline
2024-Q2-00160,2024-06-29,AC-1HP-CS,C023,B02,1,8915000.0,1394000.0,Offline
2024-Q2-00161,2024-06-14,AC-15HP-CP,C011,B05,1,8078000.0,1428000.0,Offline
2024-Q2-00162,2024-05-02,AC-15HP-CP,C040,B16,1,8450000.0,1199000.0,Offline
2024-Q2-00163,2024-04-16,KTL-ELUX-17,C016,B15,1,765000.0,118000.0,Online
2024-Q2-00164,2024-04-29,RC-SHARP-20,C093,B14,1,1977000.0,294000.0,Online
2024-Q2-00165,2024-04-19,VAC-ELUX-18,C034,B18,2,4637000.0,762000.0,Offline
2024-Q2-00166,2024-04-07,AC-15HP-CP,C082,B12,1,7670000.0,1013000.0,Online
2024-Q2-00167,2024-06-22,AC-15HP-CP,C049,B17,1,8419000.0,1278000.0,Online
2024-Q2-00168,2024-05-16,AC-15HP-CP,C017,B20,2,15644000.0,2121000.0,Offline
2024-Q2-00169,2024-05-10,AC-1HP-CP,C065,B12,1,5831000.0,960000.0,Offline
2024-Q2-00170,2024-04-23,AC-1HP-CP,C008,B16,1,5878000.0,1014000.0,Online
2024-Q2-00171,2024-05-17,AC-15HP-CP,C022,B10,1,7601000.0,1075000.0,Offline
2024-Q2-00172,2024-06-20,AC-15HP-CP,C049,B09,1,8116000.0,1125000.0,Offline
2024-Q2-00173,2024-06-07,AC-15HP-CS,C048,B12,2,22947000.0,2977000.0,Offline
2024-Q2-00174,2024-04-21,VAC-ELUX-18,C021,B11,2,4553000.0,710000.0,Online
2024-Q2-00175,2024-04-14,WH-ROSSI-20,C090,B09,1,2155000.0,388000.0,Offline
2024-Q2-00176,2024-06-11,AC-15HP-CP,C031,B18,1,7995000.0,1091000.0,Online
2024-Q2-00177,2024-06-01,AC-1HP-CP,C079,B03,2,11292000.0,1377000.0,Online
2024-Q2-00178,2024-05-01,KTL-ELUX-17,C038,B19,3,2287000.0,348000.0,Offline
2024-Q2-00179,2024-06-03,FAN-ASIA-40,C046,B09,2,1252000.0,209000.0,Offline
2024-Q2-00180,2024-06-14,AC-15HP-CS,C097,B20,1,11115000.0,1564000.0,Online
2024-Q2-00181,2024-05-16,MW-PANA-25,C012,B12,1,3088000.0,404000.0,Online
2024-Q2-00182,2024-04-20,FAN-ASIA-40,C029,B08,1,660000.0,92000.0,Offline
2024-Q2-00183,2024-05-04,AC-15HP-CP,C008,B18,2,16592000.0,2938000.0,Offline
2024-Q2-00184,2024-05-31,AIR-PURI-40,C024,B03,1,4418000.0,645000.0,Offline
2024-Q2-00185,2024-05-18,AC-1HP-CS,C078,B07,2,19128000.0,2841000.0,Online
2024-Q2-00186,2024-04-26,MW-PANA-25,C003,B14,1,3549000.0,553000.0,Offline
2024-Q2-00187,2024-05-20,WM-PANA-11,C081,B19,1,10405000.0,1367000.0,Online
2024-Q2-00188,2024-05-12,RC-SHARP-20,C044,B18,2,3941000.0,623000.0,Offline
2024-Q2-00189,2024-04-18,AC-15HP-CS,C026,B03,2,21951000.0,3012000.0,Offline
2024-Q2-00190,2024-06-28,FAN-ASIA-40,C062,B03,3,1730000.0,259000.0,Offline
2024-Q2-00191,2024-05-04,AC-1HP-CP,C054,B20,1,6263000.0,811000.0,Offline
2024-Q2-00192,2024-04-26,AC-1HP-CS,C008,B08,1,9061000.0,1577000.0,Offline
2024-Q2-00193,2024-04-11,AC-1HP-CS,C040,B14,1,8827000.0,1523000.0,Offline
2024-Q2-00194,2024-04-24,MW-PANA-25,C077,B13,2,6507000.0,913000.0,Offline
2024-Q2-00195,2024-05-25,AC-15HP-CS,C031,B05,2,22331000.0,3100000.0,Offline
2024-Q2-00196,2024-04-05,AC-1HP-CS,C075,B05,1,8852000.0,1282000.0,Online
2024-Q2-00197,2024-05-13,AC-1HP-CP,C078,B09,2,11999000.0,1445000.0,Online
2024-Q2-00198,2024-06-13,AC-15HP-CS,C096,B09,1,11109000.0,1600000.0,Offline
2024-Q2-00199,2024-04-18,FAN-PANA-45,C017,B13,2,2272000.0,280000.0,Offline
2024-Q2-00200,2024-06-07,AC-15HP-CP,C027,B17,1,8492000.0,1176000.0,Offline
2024-Q2-00201,2024-05-26,FAN-ASIA-40,C046,B15,3,1871000.0,310000.0,Online
2024-Q2-00202,2024-05-07,FAN-PANA-45,C058,B20,2,2061000.0,335000.0,Online
2024-Q2-00203,2024-06-14,FAN-PANA-45,C084,B02,2,2227000.0,368000.0,Online
2024-Q2-00204,2024-05-08,FAN-PANA-45,C003,B12,2,2038000.0,312000.0,Offline
2024-Q2-00205,2024-06-18,FAN-ASIA-40,C015,B10,2,1225000.0,184000.0,Offline
2024-Q2-00206,2024-04-15,WM-AQUA-9,C100,B07,1,8843000.0,1441000.0,Online
2024-Q2-00207,2024-05-13,AC-15HP-CP,C008,B02,1,7337000.0,1231000.0,Online
2024-Q2-00208,2024-06-25,VAC-PANA-16,C052,B17,1,2540000.0,377000.0,Online
2024-Q2-00209,2024-04-23,RC-TOSH-18,C050,B03,1,1589000.0,230000.0,Offline
2024-Q2-00210,2024-05-04,AC-1HP-CP,C040,B09,1,6189000.0,967000.0,Offline
2024-Q2-00211,2024-04-02,MW-SHARP-23,C006,B09,3,6581000.0,912000.0,Online
2024-Q2-00212,2024-04-07,AIR-PURI-60,C100,B03,1,7175000.0,890000.0,Offline
2024-Q2-00213,2024-04-08,WH-ROSSI-20,C076,B01,1,2030000.0,314000.0,Online
2024-Q2-00214,2024-06-25,AC-1HP-CS,C055,B09,1,9506000.0,1677000.0,Offline
2024-Q2-00215,2024-06-07,WM-AQUA-9,C084,B08,2,16969000.0,2917000.0,Offline
2024-Q2-00216,2024-05-24,AC-15HP-CS,C088,B04,2,23021000.0,3929000.0,Online
2024-Q2-00217,2024-04-03,FAN-ASIA-40,C094,B11,1,580000.0,89000.0,Offline
2024-Q2-00218,2024-06-16,AC-1HP-CP,C019,B01,1,6339000.0,928000.0,Offline
2024-Q2-00219,2024-06-17,RC-SHARP-20,C019,B09,2,3682000.0,534000.0,Offline
2024-Q2-00220,2024-06-14,AC-1HP-CS,C057,B13,1,8229000.0,1134000.0,Offline
2024-Q2-00221,2024-06-26,FAN-ASIA-40,C097,B11,2,1161000.0,206000.0,Offline
2024-Q2-00222,2024-05-15,KTL-PANA-20,C007,B14,2,1743000.0,261000.0,Online
2024-Q2-00223,2024-06-07,AC-1HP-CP,C014,B12,1,5718000.0,792000.0,Online
2024-Q2-00224,2024-04-25,AIR-PURI-40,C090,B18,2,7786000.0,1396000.0,Offline
2024-Q2-00225,2024-05-30,FAN-PANA-45,C006,B11,1,1082000.0,171000.0,Online
2024-Q2-00226,2024-06-15,AC-1HP-CP,C001,B06,1,6191000.0,1011000.0,Offline
2024-Q2-00227,2024-04-22,WM-PANA-11,C046,B04,2,22414000.0,2983000.0,Offline
2024-Q2-00228,2024-04-08,KTL-ELUX-17,C034,B17,2,1460000.0,228000.0,Offline
2024-Q2-00229,2024-04-13,WM-PANA-11,C068,B17,1,11049000.0,1661000.0,Offline
2024-Q2-00230,2024-04-16,AC-1HP-CS,C077,B18,1,9552000.0,1481000.0,Offline
2024-Q2-00231,2024-04-08,AC-1HP-CS,C013,B04,2,18171000.0,3150000.0,Online
2024-Q2-00232,2024-06-24,WM-PANA-11,C100,B11,1,10874000.0,1366000.0,Offline
2024-Q2-00233,2024-05-12,FAN-PANA-45,C043,B20,1,1130000.0,137000.0,Online
2024-Q2-00234,2024-06-26,AIR-PURI-60,C064,B14,1,7676000.0,1148000.0,Offline
2024-Q2-00235,2024-04-18,VAC-ELUX-18,C016,B19,1,2157000.0,367000.0,Online
2024-Q2-00236,2024-06-20,RC-TOSH-18,C084,B06,2,3348000.0,528000.0,Online
2024-Q2-00237,2024-05-11,FAN-ASIA-40,C014,B11,1,653000.0,110000.0,Offline
2024-Q2-00238,2024-05-23,VAC-ELUX-18,C078,B09,1,2091000.0,365000.0,Offline
2024-Q2-00239,2024-06-05,FAN-PANA-45,C091,B15,2,2131000.0,263000.0,Offline
2024-Q2-00240,2024-06-25,AIR-PURI-40,C091,B15,2,9008000.0,1325000.0,Online
2024-Q2-00241,2024-06-25,AC-15HP-CS,C094,B07,1,11332000.0,1844000.0,Offline
2024-Q2-00242,2024-04-11,AC-1HP-CP,C043,B14,1,5930000.0,999000.0,Offline
2024-Q2-00243,2024-05-09,FAN-PANA-45,C027,B02,2,2366000.0,341000.0,Online
2024-Q2-00244,2024-04-25,AC-15HP-CS,C019,B14,1,10358000.0,1311000.0,Online
2024-Q2-00245,2024-04-15,AIR-PURI-40,C003,B18,2,9098000.0,1160000.0,Online
2024-Q2-00246,2024-05-24,VAC-ELUX-18,C011,B17,1,2195000.0,309000.0,Online
2024-Q2-00247,2024-06-29,KTL-ELUX-17,C082,B19,1,777000.0,130000.0,Offline
2024-Q2-00248,2024-06-12,FAN-PANA-45,C016,B03,3,3233000.0,396000.0,Offline
2024-Q2-00249,2024-04-13,AC-1HP-CP,C097,B17,1,5844000.0,926000.0,Online
2024-Q2-00250,2024-04-04,AC-1HP-CP,C029,B11,1,5701000.0,960000.0,Offline
2024-Q2-00251,2024-06-03,AC-15HP-CS,C003,B13,1,10819000.0,1942000.0,Online
2024-Q2-00252,2024-06-27,FAN-PANA-45,C088,B10,2,2389000.0,350000.0,Offline
2024-Q2-00253,2024-05-29,VAC-PANA-16,C100,B03,2,4703000.0,737000.0,Online
2024-Q2-00254,2024-06-16,RC-SHARP-20,C022,B11,1,1798000.0,304000.0,Online
2024-Q2-00255,2024-06-11,AIR-PURI-60,C099,B20,2,14203000.0,1967000.0,Offline
2024-Q2-00256,2024-06-25,RC-SHARP-20,C039,B02,1,1992000.0,338000.0,Offline
2024-Q2-00257,2024-06-11,WM-AQUA-9,C038,B12,2,16123000.0,2495000.0,Offline
2024-Q2-00258,2024-06-29,AC-15HP-CS,C007,B04,1,11314000.0,1886000.0,Offline
2024-Q2-00259,2024-06-30,AC-1HP-CP,C012,B19,2,13436000.0,2092000.0,Online
2024-Q2-00260,2024-05-07,FAN-ASIA-40,C033,B11,2,1212000.0,170000.0,Online
2024-Q2-00261,2024-06-03,KTL-ELUX-17,C044,B07,1,789000.0,106000.0,Online
2024-Q2-00262,2024-04-30,MW-PANA-25,C060,B10,1,2632000.0,451000.0,Offline
2024-Q2-00263,2024-05-27,AC-1HP-CS,C027,B20,1,8756000.0,1327000.0,Offline
2024-Q2-00264,2024-04-01,RC-TOSH-18,C017,B16,2,3106000.0,432000.0,Offline
2024-Q2-00265,2024-05-24,MW-PANA-25,C015,B09,3,9730000.0,1349000.0,Offline
2024-Q2-00266,2024-05-14,AC-15HP-CP,C034,B07,2,15396000.0,2476000.0,Offline
2024-Q2-00267,2024-05-15,AC-15HP-CP,C014,B17,1,7972000.0,1237000.0,Offline
2024-Q2-00268,2024-06-24,FAN-ASIA-40,C002,B19,3,1761000.0,222000.0,Offline
2024-Q2-00269,2024-04-17,WM-PANA-11,C084,B02,1,10147000.0,1219000.0,Online
2024-Q2-00270,2024-04-20,FAN-ASIA-40,C065,B19,2,1181000.0,205000.0,Offline
2024-Q2-00271,2024-06-22,MW-SHARP-23,C045,B13,1,2256000.0,398000.0,Online
2024-Q2-00272,2024-04-20,VAC-ELUX-18,C041,B18,2,4621000.0,811000.0,Online
2024-Q2-00273,2024-05-05,FAN-PANA-45,C086,B02,2,2272000.0,369000.0,Offline
2024-Q2-00274,2024-04-09,FAN-ASIA-40,C009,B13,1,602000.0,88000.0,Online
2024-Q2-00275,2024-06-10,AC-1HP-CP,C085,B15,2,12809000.0,1646000.0,Offline
2024-Q2-00276,2024-04-09,AC-15HP-CP,C018,B03,1,7920000.0,1190000.0,Online
2024-Q2-00277,2024-06-15,WM-AQUA-9,C069,B15,1,8859000.0,1185000.0,Offline
