SalesDate,CustomerID,ProductID,SaleID,Quantity,Revenue_VND,COGS_VND
2024-01-05,C002,P017,S002,6,1780236,1199595
2024-01-05,C004,P013,S004,7,41775048,29415469
2024-01-05,C010,P006,S004,8,33088224,24684992
2024-01-05,C005,P017,S001,14,1017884,753557
2024-01-05,C020,P006,S005,8,31777896,21332922
2024-01-05,C014,P007,S006,1,95586,71428
2024-01-05,C012,P004,S003,1,1295974,856729
2024-01-05,C014,P006,S001,9,25936776,18391409
2024-01-05,C020,P012,S005,11,5058988,3451021
2024-01-05,C012,P007,S006,2,96770,71231
2024-01-05,C001,P008,S006,10,916730,647742
2024-01-05,C017,P009,S001,13,1344018,1074988
2024-01-05,C010,P013,S002,5,8382430,5766917
2024-01-05,C013,P007,S003,8,552056,449916
2024-01-05,C020,P006,S006,8,41307672,28982701
2024-01-05,C015,P010,S002,1,78123,63418
2024-01-05,C020,P004,S004,12,44978700,30565430
2024-01-05,C013,P018,S002,7,28354473,20843963
2024-01-05,C007,P012,S004,5,859970,672908
2024-01-05,C012,P005,S007,9,39993777,28848578
2024-01-05,C016,P010,S005,7,538328,466586
2024-01-05,C018,P001,S003,6,694140,527004
2024-01-05,C013,P009,S001,5,521775,411768
2024-01-05,C009,P015,S001,2,2955848,2136209
2024-01-05,C006,P014,S004,9,48949974,35761902
2024-01-05,C012,P009,S003,14,450730,389769
2024-01-05,C004,P008,S003,5,285840,210002
2024-01-05,C020,P009,S002,2,115024,99564
2024-01-05,C009,P005,S002,7,6450220,5013933
2024-01-05,C003,P005,S006,13,20030023,13986747
2024-01-05,C002,P014,S005,13,47903869,29128469
2024-01-05,C012,P009,S003,10,709470,610846
2024-01-05,C009,P013,S007,3,3309060,2263166
2024-01-05,C003,P007,S005,4,146920,108736
2024-01-05,C017,P017,S002,7,1794828,1270588
2024-01-05,C018,P006,S002,4,22976424,14368207
2024-01-05,C011,P004,S005,7,25232263,18927091
2024-01-05,C010,P012,S008,1,436523,338131
2024-01-05,C008,P010,S001,8,925384,772412
2024-01-05,C003,P016,S002,1,157651,109330
2024-01-05,C020,P008,S002,20,1348940,1023992
2024-01-05,C015,P011,S007,11,2590984,2088452
2024-01-05,C012,P017,S003,11,1530474,1094992
2024-01-05,C005,P018,S007,16,22206352,15557488
2024-01-05,C001,P018,S007,4,21943332,15437952
2024-01-05,C007,P015,S004,1,4149530,3243340
2024-01-05,C001,P014,S007,1,1561812,1036387
2024-01-05,C005,P005,S002,3,1653588,1187787
2024-01-05,C006,P013,S005,9,11634282,7143708
2024-01-05,C014,P018,S003,1,5363429,3632511
2024-01-05,C013,P009,S005,14,1277052,1123319
2024-01-05,C003,P001,S001,16,1540208,1296886
2024-01-05,C004,P017,S007,1,166498,109299
2024-01-06,C009,P001,S001,7,312991,235530
2024-01-06,C018,P012,S004,5,2068260,1506098
2024-01-06,C010,P012,S005,21,4573716,3526264
2024-01-06,C020,P009,S006,15,1743390,1329694
2024-01-06,C001,P007,S003,15,379410,267606
2024-01-06,C010,P008,S005,5,539700,406631
2024-01-06,C007,P012,S007,16,5541104,4204961
2024-01-06,C007,P004,S008,14,64838438,43475983
2024-01-06,C002,P007,S007,14,685230,556518
2024-01-06,C003,P016,S003,2,554462,362252
2024-01-06,C006,P009,S001,12,514332,405102
2024-01-06,C018,P004,S004,17,31010278,24523184
2024-01-06,C003,P014,S008,11,17701046,13206274
2024-01-06,C019,P003,S004,6,618060,467325
2024-01-06,C013,P013,S007,15,79773615,49253639
2024-01-06,C018,P013,S006,8,15369248,10834535
2024-01-06,C003,P016,S004,7,1973685,1522168
2024-01-06,C003,P010,S008,6,600960,509754
2024-01-06,C002,P010,S005,15,764880,671272
2024-01-06,C001,P017,S004,5,1209600,904762
2024-01-06,C002,P006,S003,1,3336729,2175975
2024-01-06,C017,P007,S002,3,213966,165036
2024-01-06,C002,P016,S007,13,3048669,2421885
2024-01-06,C016,P002,S007,12,964704,793659
2024-01-06,C011,P001,S003,7,643636,543218
2024-01-06,C013,P001,S007,8,695928,552576
2024-01-06,C004,P006,S002,3,5413845,3408017
2024-01-06,C002,P001,S004,9,710496,603497
2024-01-06,C005,P004,S003,20,110620320,82126030
2024-01-06,C019,P012,S005,9,3143214,2295662
2024-01-06,C012,P013,S007,6,24959436,18438033
2024-01-06,C009,P005,S005,5,1907410,1411639
2024-01-06,C014,P012,S003,1,458418,323011
2024-01-06,C018,P009,S002,15,746535,637943
2024-01-06,C001,P017,S003,7,552832,390341
2024-01-06,C017,P008,S002,11,763664,624925
2024-01-06,C015,P004,S004,14,58329572,44973306
2024-01-06,C018,P002,S008,10,671430,552713
2024-01-06,C001,P004,S006,7,37746289,25732615
2024-01-06,C010,P010,S008,12,566520,469046
2024-01-06,C012,P014,S005,11,14197040,10444460
2024-01-06,C018,P013,S006,7,7802662,5042116
2024-01-06,C007,P001,S003,4,372208,300159
2024-01-06,C002,P016,S006,8,1526384,1085221
2024-01-07,C002,P013,S002,7,15067318,11185792
2024-01-07,C016,P002,S006,12,1208748,1013959
2024-01-07,C014,P002,S003,7,462749,385798
2024-01-07,C004,P009,S002,11,1282270,1057148
2024-01-07,C008,P004,S007,12,57148140,43122532
2024-01-07,C005,P014,S002,14,45458098,32366282
2024-01-07,C016,P008,S004,2,205476,155043
2024-01-07,C017,P007,S008,2,157404,119588
2024-01-07,C011,P004,S006,13,25028458,19225002
2024-01-07,C020,P002,S007,14,1225084,927466
2024-01-07,C009,P011,S006,2,893902,695229
2024-01-07,C016,P015,S003,10,6174410,4246837
2024-01-07,C008,P011,S002,5,1234745,976563
2024-01-07,C002,P011,S003,7,2497208,2002283
2024-01-07,C012,P012,S001,6,1919316,1336215
2024-01-07,C005,P016,S003,9,2691918,1855456
2024-01-07,C006,P005,S007,1,2642160,1967089
2024-01-07,C006,P002,S004,10,477740,415879
2024-01-07,C017,P013,S003,2,6305646,4714486
2024-01-07,C016,P001,S001,15,670095,508529
2024-01-07,C016,P004,S003,8,4091528,3127474
2024-01-07,C009,P016,S006,2,184320,134836
2024-01-07,C017,P009,S008,13,529594,414287
2024-01-07,C008,P003,S002,5,430920,331851
2024-01-07,C014,P013,S008,7,19734057,13766324
2024-01-07,C013,P005,S006,8,28581144,22650411
2024-01-07,C002,P002,S007,15,1438335,1186138
2024-01-07,C014,P004,S002,10,4032470,2983696
2024-01-07,C011,P011,S008,17,6497655,4747670
2024-01-07,C015,P006,S001,3,17732328,11382116
2024-01-07,C004,P004,S001,3,12693984,8477946
2024-01-07,C012,P013,S006,9,52474743,32283917
2024-01-07,C011,P007,S004,4,127972,98185
2024-01-07,C018,P009,S008,8,562168,452126
2024-01-07,C019,P001,S006,5,295925,254796
2024-01-07,C008,P002,S001,6,342726,298864
2024-01-07,C006,P015,S003,4,11610512,8471147
2024-01-07,C015,P014,S004,3,11342220,6808428
2024-01-08,C016,P006,S007,11,9060073,6330679
2024-01-08,C001,P002,S006,6,389316,306833
2024-01-08,C005,P018,S005,4,7125192,4742299
2024-01-08,C012,P001,S005,11,740685,562551
2024-01-08,C003,P016,S006,1,110055,76015
2024-01-08,C007,P004,S001,8,45889296,30232476
2024-01-08,C004,P001,S003,6,621474,543686
2024-01-08,C017,P002,S001,12,796560,638151
2024-01-08,C020,P007,S008,5,281245,203548
2024-01-08,C017,P001,S007,1,50392,42468
2024-01-08,C013,P004,S008,8,13790872,9167490
2024-01-08,C003,P002,S004,11,1031294,869561
2024-01-08,C006,P011,S006,10,2589320,2009365
2024-01-08,C008,P006,S006,9,17923743,11217790
2024-01-08,C014,P008,S008,14,977564,728124
2024-01-08,C004,P012,S007,6,1481790,1200453
2024-01-08,C003,P018,S006,9,10203390,6828492
2024-01-08,C017,P012,S007,8,2856816,2115264
2024-01-08,C004,P013,S004,14,52645950,36253316
2024-01-08,C009,P005,S002,16,83318864,61508000
2024-01-08,C004,P014,S006,6,30371718,22351370
2024-01-08,C006,P004,S004,4,23059196,16461672
2024-01-08,C003,P011,S002,3,1434297,1164571
2024-01-08,C014,P010,S008,1,118063,93304
2024-01-08,C014,P011,S008,19,2998352,2055813
2024-01-08,C002,P008,S007,7,414715,307873
2024-01-08,C002,P012,S002,12,1686096,1188461
2024-01-08,C010,P018,S007,8,9059200,6179568
2024-01-08,C013,P008,S006,13,1235572,879289
2024-01-08,C012,P015,S006,5,22034365,17024950
2024-01-08,C003,P018,S006,13,6624475,5220849
2024-01-08,C020,P017,S003,9,2605959,1989878
2024-01-08,C004,P006,S001,14,14877058,9373756
2024-01-08,C015,P002,S007,1,115100,99044
2024-01-08,C017,P015,S006,8,7242976,5537677
2024-01-08,C002,P012,S004,6,2204334,1620924
2024-01-08,C010,P014,S006,5,10241820,6524248
2024-01-08,C010,P017,S003,13,2002858,1397328
2024-01-08,C011,P005,S008,11,3842454,2510824
2024-01-08,C012,P007,S004,8,301712,254561
2024-01-09,C018,P005,S001,9,8332380,5844390
2024-01-09,C020,P018,S008,6,28882182,22557223
2024-01-09,C005,P002,S004,2,76222,61802
2024-01-09,C011,P016,S004,12,2497416,1967960
2024-01-09,C016,P016,S004,14,2863392,2014959
2024-01-09,C010,P002,S003,6,445002,356587
2024-01-09,C007,P015,S008,10,36561840,28181603
2024-01-09,C016,P008,S006,10,281230,210900
2024-01-09,C016,P012,S008,3,1198209,981164
2024-01-09,C015,P011,S005,16,4502672,3186716
2024-01-09,C014,P001,S005,4,386948,340509
2024-01-09,C003,P015,S007,9,50416884,36313413
2024-01-09,C015,P016,S002,4,1013828,671030
2024-01-09,C020,P011,S006,13,5678907,3895934
2024-01-09,C013,P012,S003,7,2392327,1636455
2024-01-09,C008,P016,S001,7,1490265,1129682
2024-01-09,C006,P010,S007,13,1431391,1160429
2024-01-09,C017,P009,S008,3,348555,287185
2024-01-09,C020,P007,S005,13,1330992,1009350
2024-01-09,C020,P011,S004,5,1317205,946485
2024-01-09,C010,P013,S003,13,24786515,16493231
2024-01-09,C017,P018,S004,4,20432356,13488057
2024-01-09,C014,P001,S002,7,289303,231476
2024-01-09,C019,P001,S007,8,518616,398728
2024-01-09,C018,P015,S002,2,1701232,1129722
2024-01-09,C012,P002,S008,4,242504,188509
2024-01-09,C005,P013,S003,11,64058467,42616025
2024-01-09,C012,P011,S003,3,1481418,1158866
2024-01-09,C005,P018,S005,9,14242869,9755687
2024-01-09,C014,P003,S003,5,209010,182527
2024-01-09,C006,P005,S008,16,18800688,14351860
2024-01-09,C009,P018,S004,11,61318664,40870982
2024-01-09,C020,P004,S004,12,62950956,46227634
2024-01-09,C010,P002,S004,1,64329,52336
2024-01-09,C019,P007,S001,10,755200,626737
2024-01-09,C010,P014,S004,1,1974269,1322859
2024-01-09,C020,P013,S008,9,53173053,37711021
2024-01-09,C001,P008,S003,9,772605,629622
2024-01-09,C006,P012,S006,4,875908,683384
2024-01-09,C020,P009,S003,10,689170,599683
2024-01-09,C011,P009,S001,5,265190,200962
2024-01-09,C004,P016,S004,10,1412580,1013445
2024-01-09,C002,P006,S006,3,14595354,10538699
2024-01-09,C007,P010,S002,12,827748,718850
2024-01-09,C006,P002,S008,6,425862,328133
2024-01-09,C014,P013,S003,7,39835257,25921818
2024-01-10,C004,P018,S001,7,22235640,17261883
2024-01-10,C020,P002,S004,3,223272,175601
2024-01-10,C004,P017,S007,9,1352439,1006176
2024-01-10,C005,P013,S004,9,53255961,32363508
2024-01-10,C010,P003,S003,10,747360,582946
2024-01-10,C015,P014,S003,2,9042972,6304094
2024-01-10,C019,P006,S006,14,56713132,41900835
2024-01-10,C013,P001,S001,7,552804,462443
2024-01-10,C020,P006,S008,9,26744499,18162669
2024-01-10,C010,P010,S007,1,43764,37029
2024-01-10,C014,P009,S003,12,947700,770204
2024-01-10,C019,P010,S003,7,525742,460343
2024-01-10,C007,P017,S004,14,2404696,1762146
2024-01-10,C010,P005,S008,15,66427755,43373460
2024-01-10,C017,P015,S003,9,18536796,14381601
2024-01-10,C019,P003,S004,2,114762,95162
2024-01-10,C006,P011,S003,7,1229291,985567
2024-01-10,C008,P006,S008,4,10937008,8007533
2024-01-10,C004,P012,S002,12,1862088,1362578
2024-01-10,C010,P006,S003,1,4584122,3425151
2024-01-10,C001,P004,S008,4,14172372,9280863
2024-01-10,C013,P009,S004,8,922608,781224
2024-01-10,C018,P002,S004,5,419600,335236
2024-01-10,C020,P001,S007,11,581614,455232
2024-01-10,C003,P014,S005,3,12860139,9540855
2024-01-10,C009,P001,S005,9,978489,784590
2024-01-10,C009,P018,S004,6,10959942,8317351
2024-01-10,C005,P011,S004,6,2099748,1672318
2024-01-10,C007,P003,S001,6,211638,177666
2024-01-10,C003,P014,S007,12,53554656,39810791
2024-01-10,C017,P013,S005,7,23061780,15709564
2024-01-10,C016,P015,S002,7,17088183,11575826
2024-01-10,C006,P006,S008,4,11214748,8273371
2024-01-10,C011,P004,S002,12,3009444,2331802
2024-01-10,C014,P012,S005,8,1848040,1504663
2024-01-10,C004,P008,S008,10,807880,592546
2024-01-10,C001,P004,S003,16,95173232,65524251
2024-01-10,C009,P017,S006,7,1225042,843790
2024-01-10,C005,P015,S008,6,1437036,945649
2024-01-10,C015,P009,S005,7,697704,598023
2024-01-10,C004,P011,S008,11,2871385,2125332
2024-01-10,C016,P002,S006,1,56859,43776
2024-01-10,C012,P018,S002,1,1948079,1525582
2024-01-10,C008,P012,S006,15,2378235,1829611
2024-01-10,C009,P004,S005,12,26933436,19527827
2024-01-11,C019,P018,S002,13,25401571,17365583
2024-01-11,C004,P008,S001,6,250656,189134
2024-01-11,C012,P004,S006,1,488166,343436
2024-01-11,C015,P009,S008,7,839419,680979
2024-01-11,C013,P007,S003,11,445676,312185
2024-01-11,C006,P014,S004,16,13208640,9596139
2024-01-11,C006,P002,S006,15,851355,652589
2024-01-11,C007,P016,S008,17,3343288,2551520
2024-01-11,C005,P008,S004,8,613392,496625
2024-01-11,C014,P018,S006,13,7494396,4933426
2024-01-11,C013,P008,S003,4,329456,261296
2024-01-11,C009,P016,S006,9,1288953,903769
2024-01-11,C013,P012,S007,17,5620506,4518059
2024-01-11,C001,P005,S004,8,17222192,13747401
2024-01-11,C016,P017,S004,19,3621875,2836965
2024-01-11,C020,P014,S004,8,42053032,29011675
2024-01-11,C005,P016,S006,13,2340572,1701103
2024-01-11,C015,P007,S006,10,582670,422615
2024-01-11,C001,P004,S008,13,3633071,2886035
2024-01-11,C011,P006,S008,10,9837000,6692027
2024-01-11,C002,P010,S004,1,63420,53940
2024-01-11,C001,P003,S005,8,753592,583299
2024-01-11,C005,P014,S005,8,43281328,30739870
2024-01-11,C006,P014,S008,5,27544850,18392765
2024-01-11,C006,P015,S003,9,35065359,24910271
2024-01-11,C008,P010,S003,2,211536,178141
2024-01-11,C006,P007,S005,7,200326,156208
2024-01-11,C013,P003,S008,14,1028188,896674
2024-01-11,C002,P015,S007,11,19738851,13352770
2024-01-11,C019,P009,S007,4,167804,134745
2024-01-11,C009,P010,S006,7,776104,610230
2024-01-11,C005,P006,S002,9,12593133,8559039
2024-01-11,C008,P008,S008,16,831152,674164
2024-01-11,C010,P011,S002,6,1231710,958408
2024-01-11,C012,P002,S003,6,507732,404239
2024-01-11,C014,P005,S005,11,45719509,30509316
2024-01-11,C015,P005,S008,5,22323500,16297444
2024-01-11,C020,P008,S001,4,404572,306556
2024-01-12,C002,P003,S004,11,358501,282555
2024-01-12,C005,P009,S008,8,622280,508377
2024-01-12,C014,P002,S004,4,242624,191283
2024-01-12,C004,P011,S008,7,1209845,836044
2024-01-12,C002,P017,S006,1,289032,212746
2024-01-12,C005,P007,S004,9,730755,541565
2024-01-12,C008,P010,S001,1,98015,83492
2024-01-12,C003,P017,S002,6,1220808,800971
2024-01-12,C017,P002,S008,2,88982,70986
2024-01-12,C018,P007,S008,5,475010,357033
2024-01-12,C010,P013,S004,5,15450450,11356537
2024-01-12,C011,P012,S007,2,871624,619831
2024-01-12,C007,P007,S004,1,117898,95986
2024-01-12,C007,P014,S001,6,29937102,19491629
2024-01-12,C017,P016,S004,8,1040000,724492
2024-01-12,C010,P008,S005,13,966537,750793
2024-01-12,C016,P005,S005,10,5545820,3982672
2024-01-12,C005,P012,S007,6,1722408,1193180
2024-01-12,C011,P017,S003,4,1029948,763074
2024-01-12,C008,P005,S003,6,17989530,12322049
2024-01-12,C003,P005,S006,1,4414216,3349521
2024-01-12,C008,P011,S006,10,4267350,2975007
2024-01-12,C004,P016,S008,15,3961650,3076043
2024-01-12,C002,P005,S001,8,30544800,20393861
2024-01-12,C012,P003,S001,1,56861,45924
2024-01-12,C020,P014,S007,21,76478661,54941258
2024-01-12,C011,P002,S002,3,289407,238883
2024-01-12,C006,P010,S004,3,106854,85631
2024-01-12,C010,P013,S007,3,15458091,10393223
2024-01-12,C008,P009,S008,10,990420,869069
2024-01-12,C019,P012,S005,7,1413090,1068517
2024-01-12,C007,P014,S006,1,1149861,836655
2024-01-12,C010,P006,S008,1,2610010,1658608
2024-01-12,C019,P003,S005,4,153564,128429
2024-01-12,C016,P001,S006,12,1252848,1063651
2024-01-12,C017,P008,S006,14,1428798,1156478
2024-01-12,C006,P018,S008,2,4498366,3337304
2024-01-12,C016,P003,S002,8,468128,403676
2024-01-12,C005,P015,S003,5,26911940,18634437
2024-01-12,C014,P010,S001,5,579155,496127
2024-01-12,C012,P014,S007,4,22165724,14447703
2024-01-12,C016,P003,S004,12,521796,454366
2024-01-12,C007,P018,S006,7,26537469,18662202
2024-01-12,C001,P006,S004,9,46752732,33247857
2024-01-12,C008,P011,S003,6,1433886,1054949
2024-01-12,C020,P001,S003,11,404811,316869
2024-01-12,C009,P008,S004,8,865416,653571
2024-01-12,C014,P012,S003,5,1975820,1468936
2024-01-12,C019,P010,S007,12,561060,461117
2024-01-12,C013,P011,S004,9,4144293,3265821
2024-01-13,C001,P012,S002,7,3391808,2704157
2024-01-13,C019,P011,S004,8,2325536,1853654
2024-01-13,C006,P007,S004,7,423759,302659
2024-01-13,C002,P004,S008,7,25560927,20015547
2024-01-13,C011,P012,S006,7,2593108,1995459
2024-01-13,C007,P011,S007,3,580095,435774
2024-01-13,C013,P004,S002,1,1370563,1091681
2024-01-13,C018,P010,S005,1,40504,31438
2024-01-13,C013,P001,S003,7,393169,335904
